timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
460800,449.0247,508.36133,409.95508,768.0,4315.93271422895
921600,605.29816,634.0215,575.6367,768.0,5391.580830219363
1382400,604.6018,634.5,557.3047,768.0,5863.679044531686
1843200,600.1836,629.0449,555.0215,768.0,5871.174502490087
2304000,624.7961,649.9512,598.3633,768.0,6082.494922432963
2764800,637.35944,655.5996,616.7793,768.0,6233.872601872218
3225600,638.93536,658.8926,618.7676,768.0,6193.602416772961
3686400,634.3148,656.084,608.7539,768.0,6298.33363734384
4147200,637.5648,658.88477,618.6797,768.0,6381.421340499548
4608000,640.0971,660.4512,619.0449,768.0,6449.506051279435
5068800,639.1896,658.59375,617.7637,768.0,6401.514014600112
5529600,634.3681,651.7051,612.8867,768.0,6456.677880919296
5990400,633.9539,652.54297,611.36914,768.0,6503.390783333036
6451200,631.829,653.4238,608.93164,768.0,6460.5391426965525
6912000,638.0433,659.69336,617.06836,768.0,6502.490111555489
7372800,642.08374,660.0254,625.4922,768.0,6539.307812753597
7833600,645.1828,662.7285,624.7539,768.0,6504.09244646098
8294400,650.1689,664.55664,632.34766,768.0,6537.856215762494
8755200,650.39685,667.1582,628.1953,768.0,6567.845031315687
9216000,651.2346,668.4121,632.5,768.0,6595.150366713778
9676800,652.4005,669.53516,636.9453,768.0,6564.760214486921
10137600,652.5397,668.4492,635.5137,768.0,6590.390775385981
10598400,652.637,668.77344,637.36523,768.0,6613.591957886311
11059200,652.38574,668.10156,636.1211,768.0,6586.041323973888
11520000,652.564,670.8672,630.06055,768.0,6607.944989091421
11980800,652.698,670.61914,637.03125,768.0,6628.031974760294
12441600,652.77783,668.0762,636.3633,768.0,6603.024541189963
12902400,652.8245,666.6035,634.5488,768.0,6621.952631740684
13363200,653.2489,670.71094,635.6367,768.0,6639.33886145571
13824000,653.20276,668.46094,633.7793,768.0,6656.0001761392
14284800,653.01483,673.7676,635.4238,768.0,6633.425121318778
14745600,653.00775,667.28516,634.27734,768.0,6648.988795726001
15206400,652.7372,669.1621,631.916,768.0,6663.270030688375
15667200,652.9823,667.0762,636.8711,768.0,6642.364920138134
16128000,653.4115,671.2363,637.48047,768.0,6656.964924724142
16588800,652.9366,668.0918,635.4746,768.0,6670.775196719889
17049600,652.8777,670.68945,636.0488,768.0,6651.160738320348
17510400,653.13574,669.0371,636.14844,768.0,6664.259571741864
17971200,652.62415,667.3613,634.16797,768.0,6676.655180668837
18432000,653.4336,669.16797,632.9492,768.0,6688.613343927988
18892800,652.98535,669.60156,637.18945,768.0,6670.938287623731
19353600,653.10535,669.2715,631.8242,768.0,6682.339679255152
19814400,653.26794,671.6719,633.7324,768.0,6693.316349643325
20275200,652.9703,668.5,634.62305,768.0,6676.531164812036
20736000,652.913,667.15234,632.7207,768.0,6686.95969302809
21196800,653.0693,670.2988,635.5254,768.0,6697.102129769574
21657600,652.82697,670.0371,636.40625,768.0,6681.125987147743
22118400,653.1886,671.4512,636.2871,768.0,6691.064927019285
22579200,653.083,667.7051,630.91016,768.0,6700.335216020185
23040000,653.1773,670.1621,635.9863,768.0,6709.313213305471
23500800,652.65497,668.6836,634.46875,768.0,6694.322419564814
23961600,653.00616,670.5293,637.5176,768.0,6702.908913651874
24422400,653.6907,672.8633,638.08984,768.0,6711.382361556228
24883200,652.8173,667.49414,633.71094,768.0,6697.232175045294
25344000,653.0194,668.60156,636.61523,768.0,6705.456884182024
25804800,652.8078,672.4512,630.8379,768.0,6713.380274581523
26265600,652.91925,669.6836,638.7422,768.0,6699.979871019937
26726400,653.04254,670.4863,634.7949,768.0,6707.995843593522
27187200,653.3643,673.1738,635.6387,768.0,6715.36627571586
27648000,653.1796,673.76953,632.67773,768.0,6722.662642369706
28108800,653.30597,670.709,636.31836,768.0,6710.099115398953
28569600,653.3819,674.2949,631.09766,768.0,6717.295505005138
29030400,653.2066,668.61914,632.3965,768.0,6724.194799107295
29491200,653.22186,669.64453,631.9922,768.0,6711.927712785038
29952000,653.2287,670.1719,634.5293,768.0,6718.81163837289
30412800,653.741,673.6406,637.7422,768.0,6725.51522034386
30873600,652.94415,670.78906,628.0,768.0,6713.813108686961
31334400,653.3934,671.3535,636.6758,768.0,6720.313464356587
31795200,653.09906,669.0469,636.10156,768.0,6726.597821005581
32256000,653.47815,667.8594,636.3574,768.0,6732.777541260339
32716800,653.35425,670.19336,631.42773,768.0,6721.79134043783
33177600,653.15015,669.52344,636.7656,768.0,6727.923039966882
33638400,652.6615,670.8457,638.11914,768.0,6733.709857060304
34099200,653.2305,667.5078,637.96875,768.0,6722.816795581229
34560000,653.4179,670.75977,633.34375,768.0,6728.479757072086
35020800,652.6486,669.1738,638.7168,768.0,6733.937286013203
35481600,653.0818,666.9863,635.06055,768.0,6723.460184030355
35942400,653.00635,668.15625,636.2324,768.0,6729.019775803884
36403200,653.00287,669.32227,631.1426,768.0,6734.372124478247
36864000,653.40295,669.16797,638.65234,768.0,6739.680195058814
37324800,653.3526,668.7539,635.0996,768.0,6729.928555832176
37785600,653.2116,673.77344,636.0762,768.0,6735.159393666867
38246400,653.2541,669.56445,634.71875,768.0,6740.236126314901
38707200,653.4234,670.17773,636.05664,768.0,6730.800272300252
39168000,653.2415,670.1035,637.46875,768.0,6736.0086581190135
39628800,653.4197,670.15234,633.42773,768.0,6740.9586577119935
40089600,653.1621,666.8633,636.2461,768.0,6731.819030568678
40550400,653.0194,670.76953,632.0078,768.0,6736.823688981766
41011200,653.6616,672.8613,638.084,768.0,6741.497870592735
41472000,652.652,668.90234,634.1992,768.0,6746.070484152785
41932800,653.1496,669.9668,638.5117,768.0,6737.193747444911
42393600,653.2936,672.88086,631.2012,768.0,6741.798976887671
42854400,652.91626,669.83203,637.2617,768.0,6746.203274276767
43315200,653.4381,670.7637,637.8965,768.0,6737.551041964546
43776000,653.3625,668.6172,636.6426,768.0,6741.999044236143
44236800,653.15533,670.58203,635.81445,768.0,6746.288758197038
44697600,653.24066,672.125,637.0508,768.0,6737.871448666831
45158400,653.1533,668.3965,638.2656,768.0,6742.168043149313
