timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
21196800,620.00854,636.0696,603.84656,768.0,8116.063580896272
21657600,620.0232,637.6124,599.41455,768.0,8088.268515927186
22118400,618.6138,638.8187,598.53906,768.0,8106.271006792286
22579200,621.3305,638.2994,605.7693,768.0,8123.56945035957
23040000,623.5685,639.7182,604.0578,768.0,8140.14697982012
23500800,627.3698,645.2323,608.22534,768.0,8113.915268875167
23961600,628.2107,642.9956,610.10864,768.0,8130.207283023041
24422400,630.6437,644.7651,613.20166,768.0,8145.884544616007
24883200,630.4324,647.1547,613.675,768.0,8121.039105611493
25344000,630.50146,644.8563,611.01843,768.0,8136.296815523303
25804800,631.0982,646.17035,614.8379,768.0,8150.98283912322
26265600,630.09247,648.05133,610.58545,768.0,8127.066732697662
26726400,627.304,647.5433,605.8935,768.0,8141.393452856867
27187200,626.09106,644.2098,604.70593,768.0,8155.166862455869
27648000,627.3743,647.2353,604.7694,768.0,8168.615848612032
28108800,628.50024,648.66376,606.33655,768.0,8145.951931833654
28569600,628.4556,647.51483,602.8231,768.0,8159.205050939599
29030400,628.54846,646.3051,608.9012,768.0,8172.139096991112
29491200,621.58984,641.11194,601.51965,768.0,8150.724102262536
29952000,617.5429,637.6494,597.24725,768.0,8163.324411800101
30412800,597.4269,622.97516,562.1374,768.0,8175.484264317481
30873600,609.6156,631.1598,583.30493,768.0,8153.4464127611345
31334400,613.55493,638.79456,590.0491,768.0,8164.879794001661
31795200,617.2996,643.2477,588.05286,768.0,8176.484465542638
32256000,613.8631,642.08026,584.5236,768.0,8187.609437485881
32716800,625.98865,644.5078,588.8705,768.0,8166.695783163153
33177600,614.2944,640.55707,588.90765,768.0,8177.7821453951
33638400,616.44385,639.3111,574.10864,768.0,8188.470008966495
34099200,615.1027,636.08026,590.1853,768.0,8169.377207800983
34560000,618.48566,642.7363,589.56757,768.0,8180.000540786288
35020800,613.05634,633.3845,583.6712,768.0,8190.283672898478
35481600,616.58105,643.8345,591.51495,768.0,8171.837276392983
35942400,612.06,638.852,586.07434,768.0,8181.896588654867
36403200,606.28094,634.1867,578.2158,768.0,8191.593768881871
36864000,612.3878,632.0481,586.8735,768.0,8201.13058530612
37324800,610.70215,633.3516,587.5782,768.0,8183.463998836376
37785600,614.0553,635.21594,588.1921,768.0,8193.004452578389
38246400,621.7887,639.43353,602.8493,768.0,8202.517601254103
38707200,623.83746,643.8532,603.1888,768.0,8185.260207762551
39168000,624.895,643.3487,600.88245,768.0,8194.471836122606
39628800,622.3398,644.43506,601.3421,768.0,8203.501159953843
40089600,628.9399,646.74365,610.04095,768.0,8187.239847764605
40550400,629.0255,647.2769,612.135,768.0,8196.175444261775
41011200,632.1242,647.4365,613.05084,768.0,8204.91525918315
41472000,628.08777,646.40625,608.27454,768.0,8213.52188144436
41932800,617.69073,635.43396,591.5113,768.0,8197.29931559843
42393600,620.1636,640.1922,599.67535,768.0,8205.085977492805
42854400,611.31055,638.01697,593.6764,768.0,8212.916479615633
43315200,612.078,637.6142,587.52454,768.0,8197.075715890513
43776000,616.55945,635.4694,596.0862,768.0,8204.833372761874
44236800,613.48114,633.2533,584.875,768.0,8212.50853502027
44697600,616.75525,634.8403,599.50415,768.0,8196.691506094892
45158400,613.71014,640.7254,593.4882,768.0,8204.582903876195
45619200,618.13904,636.30566,596.5347,768.0,8212.386517427783
46080000,621.45764,640.8834,603.4256,768.0,8219.821911111032
46540800,627.4225,641.3163,606.93756,768.0,8205.536199604981
47001600,613.2563,641.2166,585.992,768.0,8212.967644994449
47462400,617.38165,639.4656,589.67737,768.0,8220.254642578442
47923200,617.0951,637.29065,600.0908,768.0,8206.03481320516
48384000,618.5233,649.6482,588.28467,768.0,8213.30835859899
48844800,620.07416,641.2945,599.351,768.0,8220.436272818593
49305600,609.522,631.7144,586.6957,768.0,8206.674150140358
49766400,617.1564,635.2114,596.03864,768.0,8213.69719471775
