timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
37785600,827.4451,836.079,819.8635,768.0,6616.876299179296
38246400,828.3372,834.0627,819.8397,768.0,6622.040769429783
38707200,828.3895,836.746,819.3935,768.0,6612.412481902164
39168000,828.51917,834.5488,821.1102,768.0,6617.604827983362
39628800,828.87726,834.9552,821.18353,768.0,6622.601333958472
40089600,828.4641,835.64923,821.666,768.0,6613.074618728323
40550400,826.63,834.23,818.0892,768.0,6618.040490665973
41011200,825.9567,832.8386,818.22675,768.0,6622.757384098691
41472000,827.7126,835.8312,820.6983,768.0,6627.321755422924
41932800,828.5827,836.16046,821.5609,768.0,6618.115539928281
42393600,828.78204,836.3314,820.23157,768.0,6622.909371897208
42854400,828.5164,835.2851,820.31775,768.0,6627.670931599638
43315200,827.9694,836.02625,818.6568,768.0,6618.704115331288
43776000,827.8432,835.4077,818.1876,768.0,6623.33762779149
44236800,827.8994,836.2044,818.31854,768.0,6628.015060611898
44697600,824.492,833.66455,813.923,768.0,6618.766173180403
45158400,824.402,835.6389,816.07965,768.0,6623.338684145451
45619200,820.91656,829.14154,810.2301,768.0,6627.368599318899
46080000,823.0848,831.34186,813.7233,768.0,6631.446134129564
46540800,825.0274,834.38446,815.84595,768.0,6622.677907863573
47001600,828.1256,836.2419,818.8556,768.0,6627.003942988295
47462400,828.90643,836.0651,820.33057,768.0,6631.197099460221
47923200,826.818,835.1877,818.0219,768.0,6620.883477554857
48384000,825.81354,834.5853,814.3499,768.0,6624.987404579072
48844800,825.0431,836.2428,813.55524,768.0,6628.900643972311
49305600,828.39734,837.9676,818.8831,768.0,6620.734469817473
49766400,829.2782,835.99,819.0111,768.0,6624.776165241858
