timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
29030400,677.30676,699.9883,652.2539,768.0,8187.254578297454
29491200,678.72455,701.9883,655.65234,768.0,8166.15872437281
29952000,682.7335,707.5508,654.48047,768.0,8178.624781880064
30412800,678.9072,700.78516,650.0,768.0,8191.031804873788
30873600,673.1703,701.1172,642.01953,768.0,8169.676283130258
31334400,673.49536,695.1094,645.26953,768.0,8181.3047966112335
31795200,676.38,703.97656,645.9492,768.0,8193.009758662738
32256000,673.09546,704.8008,642.4531,768.0,8204.236439603235
32716800,677.30444,701.03516,641.0156,768.0,8184.64597421171
33177600,674.85187,696.0117,645.0781,768.0,8195.719026527606
33638400,668.73645,693.1875,630.15625,768.0,8206.484299885107
34099200,668.2536,690.41797,633.4219,768.0,8187.6602674570995
34560000,665.79517,693.70703,635.3789,768.0,8198.154010182192
35020800,662.49677,686.5117,634.3633,768.0,8208.459142150792
35481600,666.40735,693.8047,642.33203,768.0,8190.196193231804
35942400,678.7819,702.4219,656.60156,768.0,8200.331779072885
36403200,681.51825,700.8906,657.83984,768.0,8210.279719263715
36864000,670.9623,694.7578,648.65625,768.0,8219.81570111734
37324800,675.69556,696.28516,652.22266,768.0,8202.320984571807
37785600,676.0189,698.03516,653.3164,768.0,8211.877683464287
38246400,678.57324,701.3906,656.76953,768.0,8221.164993269855
38707200,666.5755,687.78125,643.6172,768.0,8204.232952673152
39168000,670.7329,692.40234,647.41406,768.0,8213.24096067234
39628800,677.7139,697.35156,655.8672,768.0,8222.084852456068
40089600,673.5125,694.9961,650.1133,768.0,8205.86960062201
40550400,677.49554,700.5039,657.2461,768.0,8214.605200252972
41011200,680.4747,698.9922,659.1172,768.0,8223.164191999465
41472000,684.48,701.5039,666.78125,768.0,8231.64401439232
41932800,689.50085,707.7031,672.48047,768.0,8216.100383458082
42393600,688.68256,706.33594,669.0742,768.0,8224.466040155026
42854400,687.48083,712.9922,666.8242,768.0,8232.617795105012
43315200,691.52795,711.16797,671.96484,768.0,8217.513707454284
43776000,690.83826,705.97266,667.39453,768.0,8225.570381811029
44236800,688.44965,704.58594,666.6289,768.0,8233.635244131652
44697600,686.2416,705.53906,666.7539,768.0,8219.05313690437
45158400,677.1844,701.0117,653.7656,768.0,8226.927280635979
45619200,672.81726,691.3164,648.6992,768.0,8234.711954669465
46080000,670.88885,692.09375,650.26953,768.0,8242.114457350073
46540800,666.92645,691.33594,640.2617,768.0,8227.566951838415
47001600,670.9682,694.83594,644.1797,768.0,8234.830243445656
47462400,679.768,700.7383,652.84766,768.0,8242.131944083552
47923200,678.9537,699.5508,659.1914,768.0,8228.029470803609
48384000,679.34625,708.4258,659.3789,768.0,8234.903022843791
48844800,680.1794,701.9844,659.8789,768.0,8241.704378919809
49305600,677.46405,699.28516,657.72656,768.0,8227.504362106247
49766400,676.356,694.6953,652.4297,768.0,8234.472892831158
