timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
20275200,1113.7231,1127.207,1100.0664,768.0,6654.162897357365
20736000,1113.7819,1125.623,1100.3535,768.0,6664.77954528562
21196800,1113.7697,1124.9082,1100.2949,768.0,6674.98670323479
21657600,1113.6028,1128.2168,1101.1055,768.0,6659.342744437557
22118400,1113.9338,1131.3203,1100.7168,768.0,6669.41391614172
22579200,1113.8394,1126.0,1097.957,768.0,6678.766032617677
23040000,1113.911,1127.5605,1100.2129,768.0,6687.792383086636
23500800,1113.569,1127.3965,1100.3086,768.0,6673.078476573639
23961600,1113.7117,1127.0488,1102.3711,768.0,6681.699181599747
24422400,1114.2913,1129.0508,1101.4727,768.0,6690.124253915728
24883200,1113.6998,1126.2227,1100.5957,768.0,6676.159487990179
25344000,1113.87,1126.543,1101.6641,768.0,6684.43080983976
25804800,1113.6707,1127.4004,1097.1797,768.0,6692.343213310837
26265600,1113.7782,1127.3535,1102.584,768.0,6679.2194541914805
26726400,1113.8623,1128.7266,1099.5332,768.0,6687.361193516327
27187200,1114.0197,1128.6641,1103.0117,768.0,6694.889965951444
27648000,1113.9672,1130.3496,1098.3496,768.0,6702.362220470551
28108800,1114.0485,1127.5137,1101.668,768.0,6690.058350270991
28569600,1114.0652,1130.1387,1098.5449,768.0,6697.407787457542
29030400,1113.9342,1128.4258,1100.4492,768.0,6704.370851375928
29491200,1113.9622,1127.1504,1097.1387,768.0,6692.295992770583
29952000,1114.0176,1127.5273,1099.9746,768.0,6699.337635893255
30412800,1114.3983,1130.6211,1103.0605,768.0,6706.2475911397805
30873600,1113.8174,1128.916,1097.8066,768.0,6694.641170526772
31334400,1114.1553,1128.5703,1102.2051,768.0,6701.232336986298
31795200,1113.7809,1127.4414,1099.7441,768.0,6707.402001541941
32256000,1114.0697,1125.1836,1099.4922,768.0,6713.556710333941
32716800,1114.062,1126.6484,1096.0273,768.0,6702.810601907971
33177600,1114.0275,1128.4453,1101.793,768.0,6709.168070696665
33638400,1113.5948,1128.9297,1102.8164,768.0,6715.24989798687
34099200,1114.0242,1126.5781,1103.2402,768.0,6704.753869803626
34560000,1114.1455,1130.1348,1099.7852,768.0,6710.641250639247
35020800,1113.6038,1125.459,1102.6895,768.0,6716.313511362175
35481600,1113.8649,1125.3145,1097.4844,768.0,6706.084051632423
35942400,1113.752,1126.4512,1101.1543,768.0,6711.741963417416
36403200,1113.8542,1127.8223,1098.2031,768.0,6717.169306115094
36864000,1114.1111,1126.8691,1103.5098,768.0,6722.41522820696
37324800,1114.0437,1126.875,1101.4355,768.0,6712.746914157633
37785600,1114.0061,1127.4219,1098.9746,768.0,6717.920532346509
38246400,1113.9589,1125.0781,1099.7559,768.0,6722.907891443126
38707200,1114.1036,1128.1855,1100.0469,768.0,6713.456052815466
39168000,1113.9242,1127.2266,1102.1855,768.0,6718.544669749478
39628800,1114.0457,1128.3965,1100.752,768.0,6723.361271969633
40089600,1113.8479,1124.5938,1100.8457,768.0,6714.21121465628
40550400,1113.8848,1126.668,1099.748,768.0,6719.214676077043
41011200,1114.2465,1128.416,1102.3516,768.0,6724.01058792235
41472000,1113.5522,1127.4102,1100.1543,768.0,6728.700527047316
41932800,1113.9373,1128.0781,1102.0957,768.0,6719.9631249400645
42393600,1114.0698,1129.7988,1098.1543,768.0,6724.592388699011
42854400,1113.7432,1128.4355,1101.3711,768.0,6729.179250199172
43315200,1114.1243,1128.5273,1101.4141,768.0,6720.828692067061
43776000,1113.9961,1125.2715,1100.5723,768.0,6725.413683267587
44236800,1114.0375,1128.2305,1100.4199,768.0,6729.773941427291
44697600,1113.9948,1130.541,1100.7793,768.0,6721.4998216973545
45158400,1113.9396,1125.7559,1102.1133,768.0,6725.8839057721225
45619200,1113.6704,1127.0078,1098.4297,768.0,6730.266389817994
46080000,1113.8391,1128.6094,1097.9355,768.0,6734.428868288303
46540800,1113.9843,1128.2402,1099.4414,768.0,6726.560461800626
47001600,1114.0432,1124.9434,1097.584,768.0,6730.741541240274
47462400,1113.8942,1126.4141,1100.9883,768.0,6734.819898613725
47923200,1113.8165,1128.959,1100.2539,768.0,6727.170715577593
48384000,1113.7974,1126.3848,1101.0449,768.0,6731.307966557588
48844800,1113.8428,1127.1484,1102.6562,768.0,6735.287473632136
49305600,1113.9573,1127.3691,1102.9668,768.0,6727.8131633594985
49766400,1113.9233,1125.8301,1098.0684,768.0,6731.758490853073
