timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
460800,674.5127,716.59076,616.0769,768.0,4475.875507012927
921600,731.64844,757.02844,694.1803,768.0,5915.521475381405
1382400,742.03986,763.15857,719.68866,768.0,6636.57965065588
1843200,743.6413,762.51733,720.6286,768.0,6645.7927979007945
2304000,740.8285,762.97,714.91736,768.0,6980.102556810128
2764800,746.89185,763.3922,726.55273,768.0,7235.192719776386
3225600,746.37805,761.9363,724.911,768.0,7149.555249484483
3686400,746.2634,763.6937,729.023,768.0,7327.4215220288
4147200,747.1728,760.9602,726.1367,768.0,7474.930000082327
4608000,747.74335,760.54004,724.352,768.0,7595.527067180535
5068800,748.2596,762.9453,731.5642,768.0,7512.620381067842
5529600,747.75214,762.91406,731.29706,768.0,7607.843488160618
5990400,746.85114,762.1876,726.9828,768.0,7686.600978014707
6451200,737.07996,758.1048,709.25525,768.0,7602.081404720296
6912000,744.8813,760.36957,722.36914,768.0,7674.685618178559
7372800,741.604,758.1371,720.71326,768.0,7740.983972288894
7833600,742.9158,760.77966,725.126,768.0,7677.799421315748
8294400,741.7314,759.61316,721.5424,768.0,7736.716644481487
8755200,745.44354,762.9219,721.5998,768.0,7791.276993560962
9216000,747.49524,762.4537,725.98376,768.0,7842.454028675305
9676800,749.6288,764.8959,733.41876,768.0,7790.401041342531
10137600,750.949,762.55975,733.1439,768.0,7837.185400931499
10598400,750.82404,763.5037,735.46954,768.0,7880.794712526948
11059200,751.7399,763.40173,736.76917,768.0,7837.165035760483
11520000,751.92926,763.0631,738.1215,768.0,7879.215694159549
11980800,752.3249,763.85767,737.2865,768.0,7918.643942174548
12441600,752.695,763.2418,740.4658,768.0,7880.06889353684
12902400,752.66266,764.14764,736.75446,768.0,7916.904499045953
13363200,753.24005,764.5397,738.6078,768.0,7951.689678710785
13824000,752.56525,762.78186,737.10376,768.0,7984.609087162343
14284800,752.6498,764.9492,736.98474,768.0,7948.895501669607
14745600,752.93567,763.1984,739.5183,768.0,7979.516402445754
15206400,752.7654,764.02637,739.2207,768.0,8008.506364830972
15667200,752.4589,764.0515,738.7291,768.0,7974.626917328294
16128000,752.398,762.12146,737.96216,768.0,8002.062586736052
16588800,752.46436,763.9842,736.1937,768.0,8028.026924149556
17049600,752.37164,762.7625,737.3914,768.0,7996.800222076949
17510400,752.73663,764.5537,739.61914,768.0,8022.479231250811
17971200,752.6966,762.3799,736.949,768.0,8047.345885588626
18432000,752.718,764.0299,739.1018,768.0,8072.109204474804
18892800,752.57495,764.31757,739.7668,768.0,8045.3631916571985
19353600,752.46954,764.04333,739.2682,768.0,8067.710718221756
19814400,752.52277,763.4938,738.5691,768.0,8089.381645185442
20275200,752.27295,763.12634,734.7881,768.0,8062.35986480785
20736000,752.7795,764.06506,738.68164,768.0,8083.726263434497
21196800,752.5283,764.41077,739.69116,768.0,8104.717522008347
21657600,752.35785,763.86053,738.3395,768.0,8080.279633223885
22118400,752.9078,765.0881,739.94666,768.0,8100.448288220154
22579200,752.577,764.0908,737.90234,768.0,8119.124148692236
23040000,752.60376,762.8844,737.433,768.0,8137.68179589191
23500800,752.4268,763.3408,730.03204,768.0,8114.157458626124
23961600,752.5434,762.82635,736.9906,768.0,8132.29363832515
24422400,752.41254,763.8219,737.8613,768.0,8149.746967988743
24883200,752.1894,762.05646,738.4836,768.0,8128.2605627198045
25344000,752.7073,763.2412,740.57776,768.0,8145.150441410699
25804800,752.5387,764.4066,735.7473,768.0,8161.432016763274
26265600,752.2154,763.7217,735.57263,768.0,8140.795908128255
26726400,752.641,764.67035,737.1846,768.0,8156.547669278397
27187200,752.766,764.88947,739.8746,768.0,8171.914574137617
27648000,752.576,764.7377,738.8246,768.0,8186.798320582999
28108800,752.60364,762.37463,739.5442,768.0,8166.993385259516
28569600,752.6061,764.416,738.1414,768.0,8181.472089296176
29030400,752.59326,763.9133,736.257,768.0,8195.485747442031
29491200,752.50354,764.34454,739.6695,768.0,8175.277686595029
29952000,752.2997,764.26776,736.14276,768.0,8188.126878909422
30412800,752.5593,762.97577,730.97424,768.0,8200.842884216496
30873600,752.6711,763.65784,738.74316,768.0,8181.271388893948
31334400,752.6772,762.7262,740.5051,768.0,8193.535165570938
31795200,752.41046,763.38947,736.96484,768.0,8205.429001418537
32256000,752.7588,764.87714,739.516,768.0,8216.551402838471
32716800,752.82574,763.87463,734.6299,768.0,8196.817954465925
33177600,752.5745,762.52167,737.82324,768.0,8208.45835497507
33638400,752.51984,763.07776,733.2523,768.0,8219.101297367555
34099200,752.3402,763.97186,740.72833,768.0,8199.847786948041
34560000,752.492,764.10315,739.1575,768.0,8210.263082461088
35020800,752.2988,762.8955,738.7631,768.0,8220.761516192473
35481600,752.3464,763.8078,732.00134,768.0,8202.252226792576
35942400,752.59094,763.5775,737.72656,768.0,8211.81041432222
36403200,752.2369,764.0158,736.7609,768.0,8221.271165261174
36864000,752.59094,765.0453,738.186,768.0,8231.693367735901
37324800,752.64777,763.32263,736.9004,768.0,8213.987199690975
37785600,752.6423,764.2888,740.2865,768.0,8223.44749131148
38246400,752.7136,764.16284,739.7082,768.0,8232.684634403277
38707200,752.5341,764.07385,736.1937,768.0,8215.555576714838
39168000,752.76306,765.99866,741.033,768.0,8224.54592613555
39628800,752.6484,763.0238,739.9643,768.0,8233.457309119614
40089600,752.9324,764.1371,737.406,768.0,8216.942281962682
40550400,752.57495,765.17773,740.04456,768.0,8225.588288728917
41011200,752.76385,764.21326,736.5189,768.0,8234.029170442276
41472000,752.44604,764.3885,739.66724,768.0,8242.314965271853
41932800,752.57196,762.6764,737.4271,768.0,8226.378719702363
42393600,752.6701,764.27893,736.7703,768.0,8234.643403640488
42854400,752.7277,763.5049,739.00214,768.0,8242.65535569221
43315200,750.9406,765.72656,734.69434,768.0,8226.075871506524
43776000,752.3476,768.15607,736.49194,768.0,8233.82806554768
44236800,752.4666,762.5832,733.13885,768.0,8241.579460795127
44697600,752.3686,789.9824,712.19116,768.0,8226.495294675215
45158400,751.9134,784.7412,716.50305,768.0,8234.260375613085
45619200,752.6469,786.92737,731.8054,768.0,8241.949655167902
46080000,752.3652,762.9084,727.0078,768.0,8249.345634335094
46540800,752.77484,774.5183,740.9129,768.0,8234.933281883656
47001600,752.63904,763.3918,737.5057,768.0,8242.327790613335
47462400,752.6665,763.2207,739.465,768.0,8249.597693126629
47923200,752.7462,764.1846,733.83887,768.0,8235.605946267917
48384000,752.51984,763.7152,722.0168,768.0,8242.67426892581
48844800,752.4039,785.42444,723.3181,768.0,8249.702745653
49305600,752.2729,779.46423,711.55664,768.0,8235.879909109648
49766400,751.6903,787.3094,712.8088,768.0,8242.819024402943
