timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
460800,291.44876,310.48438,271.83008,768.0,3822.073535228025
921600,354.04135,369.89648,339.1875,768.0,4891.709691735001
1382400,365.84006,380.53906,348.6836,768.0,5400.112876891782
1843200,382.57547,395.4121,368.79688,768.0,5442.557136291919
2304000,389.38516,404.32812,375.95508,768.0,5682.5985462730205
2764800,390.0495,400.83203,378.93945,768.0,5852.273783734094
3225600,393.2,404.09375,381.7422,768.0,5823.600866755862
3686400,397.9142,406.6621,385.5957,768.0,5943.049262019153
4147200,405.33386,414.5371,393.48242,768.0,6039.710404495213
4608000,403.94635,415.22656,393.95703,768.0,6119.411263729031
5068800,411.7546,419.08203,402.95703,768.0,6078.749171042889
5529600,414.55682,421.60547,406.24023,768.0,6143.426139750585
5990400,415.39935,442.80664,407.61914,768.0,6199.35120780149
6451200,415.3219,422.6289,407.97266,768.0,6160.323493358948
6912000,416.68503,424.24023,408.99805,768.0,6207.42428829973
7372800,417.0765,423.2168,409.54883,768.0,6248.61144285894
7833600,417.37762,424.2539,410.29688,768.0,6212.992742241258
8294400,417.20242,423.52148,411.26367,768.0,6250.240932388648
8755200,417.36298,425.41602,410.93945,768.0,6283.2729348981775
9216000,417.5624,424.92578,411.11133,768.0,6313.295751262182
9676800,417.32376,422.8457,410.7832,768.0,6280.854618884444
10137600,417.2967,424.06055,410.96875,768.0,6308.681282472628
10598400,417.5053,423.61523,411.2422,768.0,6333.935187215136
11059200,417.5885,424.17578,411.16016,768.0,6304.647736228118
11520000,417.6008,426.62305,410.25977,768.0,6328.490269655408
11980800,417.66632,424.6875,409.9004,768.0,6351.139815336123
12441600,417.62872,423.59375,410.72852,768.0,6325.045558338948
12902400,417.64734,424.30664,411.14844,768.0,6346.192777362543
13363200,417.45236,424.93555,410.125,768.0,6365.995367510297
13824000,417.4857,424.85352,411.91016,768.0,6385.0969190610285
14284800,417.60767,425.0332,409.72852,768.0,6360.980745704112
14745600,417.62622,425.16016,411.82812,768.0,6378.258876280645
15206400,417.65482,425.92383,409.9707,768.0,6396.017019604713
15667200,417.58594,424.23047,410.73047,768.0,6375.331776146012
16128000,417.44955,424.07617,410.7832,768.0,6391.696851232627
16588800,417.5983,424.72852,410.79297,768.0,6406.658642238309
17049600,417.65637,425.14062,410.3086,768.0,6387.526998885193
17510400,417.56107,424.91797,411.25977,768.0,6402.709689985935
17971200,417.7722,424.4297,411.61914,768.0,6416.850584297283
18432000,417.4753,425.71875,410.66797,768.0,6430.329391162885
18892800,417.59915,423.58008,409.16406,768.0,6412.507536174352
19353600,417.5628,426.02344,410.33398,768.0,6424.946468103569
19814400,417.4551,424.23828,410.125,768.0,6437.302075911036
20275200,417.66095,425.01367,410.2578,768.0,6420.379094728898
20736000,417.6206,424.91602,410.64844,768.0,6432.360401088146
21196800,417.63956,424.7246,411.22656,768.0,6443.720413734516
21657600,417.72186,423.89844,410.86914,768.0,6427.467635152874
22118400,417.55475,424.31055,409.63867,768.0,6438.60052738287
22579200,417.60153,426.07812,411.47852,768.0,6449.003247756051
23040000,417.5204,424.92383,409.8496,768.0,6458.550372998942
23500800,417.7325,425.1211,411.01758,768.0,6443.50477472467
23961600,417.63635,423.7129,410.18555,768.0,6453.230345625327
24422400,417.35043,423.9668,409.33594,768.0,6462.700585048605
24883200,417.63446,424.63086,411.0371,768.0,6448.289845129305
