timestep,ep_return,ep_return_max,ep_return_min,ep_length,fps
30412800,766.9451,770.0,759.98126,768.0,8088.826540552524
30873600,766.92224,770.0,763.5875,768.0,8066.024940245621
31334400,766.9732,768.0,764.7816,768.0,8077.986515647619
31795200,766.88837,768.0,763.1574,768.0,8090.527720457014
32256000,766.9454,768.0,763.90314,768.0,8101.622100013539
32716800,766.89,768.0,761.7816,768.0,8079.14922468788
33177600,766.93176,768.0,763.41565,768.0,8089.308129006231
33638400,766.9146,768.0,763.3094,768.0,8098.913564542497
34099200,766.9142,768.0,764.48047,768.0,8077.474790573114
34560000,766.9039,768.0,764.55,768.0,8087.003936149711
35020800,766.91754,768.0,763.2238,768.0,8096.266251610688
35481600,766.9165,770.0,762.14294,768.0,8076.138435757011
35942400,766.9207,768.0,764.0,768.0,8086.5173158732705
36403200,766.89215,768.0,763.83044,768.0,8096.766671637356
36864000,766.9121,768.0,763.5973,768.0,8106.14166875693
37324800,766.946,768.0,762.94415,768.0,8086.300080438396
37785600,766.9396,770.81366,763.0,768.0,8095.020307717021
38246400,766.99194,770.0,764.0,768.0,8102.717855516538
38707200,766.9167,770.0,762.31995,768.0,8080.644085210189
39168000,766.9449,769.0,763.93945,768.0,8088.112880607113
39628800,766.9456,770.0,764.0,768.0,8095.54276535872
40089600,766.97455,770.0,761.0,768.0,8076.036954314644
40550400,766.92505,771.0,763.0,768.0,8083.668221142082
41011200,766.96594,772.0,762.87695,768.0,8091.425478898474
41472000,766.8952,771.0,763.0,768.0,8098.710759316516
41932800,766.93823,772.9875,763.0,768.0,8080.821909099713
42393600,766.92444,771.0,763.0,768.0,8088.426558909425
42854400,766.9204,770.0,762.0,768.0,8095.514537290539
43315200,766.96063,775.0,763.0,768.0,8078.46828783303
43776000,766.9662,771.0,763.0,768.0,8085.931233848012
44236800,766.8618,770.0,762.0,768.0,8092.962790524336
44697600,766.9864,773.0,763.0,768.0,8075.153855610675
45158400,766.97375,774.0,762.0,768.0,8081.859374906484
45619200,767.01245,775.0,759.38007,768.0,8088.484033473296
46080000,766.9267,772.0,759.9437,768.0,8094.998255776283
46540800,766.9749,772.0,761.0,768.0,8077.294482314281
47001600,766.9005,770.0,763.23987,768.0,8082.996692895272
47462400,766.9339,771.0,761.0,768.0,8088.708693671077
47923200,766.9216,773.0,759.14496,768.0,8071.367102793134
48384000,766.9537,772.0,762.0,768.0,8077.243554278429
48844800,766.9578,774.0,764.0,768.0,8083.2737179187025
49305600,766.9248,772.0,764.0,768.0,8067.617536278355
49766400,766.8851,771.0,755.38196,768.0,8073.55472741966
